id,setId,type,correct,คำตอบที่คาด,ระดับ,ชิ้นเฉลย,ท่อนสรุป(ตัดมา 220 ตัวท้าย)
chap-05-function-q16,chap-05-function,mc,3,$D_f = \{ x \mid x \ne 1$ และ $x \ne -1 \}$ และ $R_f = \{ x \mid x \le,🔴 ไม่เจอเลย,26,.02ได้✓✅คำตอบ:D_f=\x\ne\pm1\R_f=\x\le-2หรือx>0\→ตัวเลือก4💡เทคนิคที่ใช้หาเรนจ์ของฟังก์ชันเศษส่วน:แก้กลับให้|x|อยู่เดี่ยวแล้วใช้เงื่อนไข|x|\ge0⚠️จุดที่เด็กมักผิดลืมแยกว่าy=-2รวมได้จากx=0แต่y=0รวมไม่ได้เศษ2ไม่มีวันเป็นศูนย์
chap-05-function-q165,chap-05-function,fill,"'{(a, 1)}, {(b, 1)}, {(c, 2)}, {(a, 1), (c, 2)}, {(b, 1), (c, 2)}'","{(a, 1)}, {(b, 1)}, {(c, 2)}, {(a, 1), (c, 2)}, {(b, 1), (c, 2)}",🔴 ไม่เจอเลย,15,"คที่ใช้เงื่อนไข1-1แปลเป็น""ห้ามหยิบคู่ที่yซ้ำพร้อมกัน""แล้วนับแบบคูณกรณีจะไม่ตกหล่น⚠️จุดที่เด็กมักผิดตอบแค่f_A=\a1b1c2\จบ—โจทย์ถามฟังก์ชันย่อยที่หนึ่งต่อหนึ่งทุกแบบ;และอย่าลืมว่าd3e4f2ถูกตัดตั้งแต่แรกเพราะตัวหน้าไม่อยู่ในA"
chap-05-function-q176,chap-05-function,mc,2,"$(-1, 1)$",🔴 ไม่เจอเลย,12,✔ตรวจคำตอบsympy:เซตคำตอบ3x^2-3💡เทคนิคที่ใช้เจอf^-1\circgไม่ต้องหาสูตรf^-1—ประกอบfครอบทั้งสองข้างแล้วfกับf^-1หักล้างกันเอง⚠️จุดที่เด็กมักผิดอสมการเคร่งครัด<0ต้องตอบช่วงเปิด—เลือกข้อ1ช่วงปิดคือกับดักข้อนี้
chap-05-function-q25,chap-05-function,mc,3,ข้อ (1) และข้อ (3) ถูกเพียง 2 ข้อ,🔴 ไม่เจอเลย,28,ปิด-ปิด:ค่าต่ำสุดดูจุดยอดค่าสูงสุดดูปลายสองข้าง—ปลายที่ไม่ถึงอาจไม่ทำให้เรนจ์แหว่งถ้าอีกฝั่งเก็บค่านั้นได้⚠️จุดที่เด็กมักผิดเห็นx\to-3ไม่ถึงแล้วรีบตอบR_f=16]ข้อ2—ลืมว่าจุดยอดอยู่ในโดเมนและฝั่งขวาวิ่งผ่านค่า[-36]ครบทุกค่า
chap-05-function-q28,chap-05-function,mc,1,ก. ถูก และ ข. ผิด,🔴 ไม่เจอเลย,30,approx1.83💡เทคนิคที่ใช้สมการy^2=\ldotsคือไฮเพอร์โบลา\fracx+1^24-\fracy^24=1—เงื่อนไขx\geyเลือกเฉพาะเสี้ยวขวาใต้เส้นy=x⚠️จุดที่เด็กมักผิดลืมคัดเงื่อนไขx\geyจะได้D_r=-\infty-3]\cup[1\inftyและR_r=\mathbbRตอบผิดเป็นข้อ1หรือ3
chap-05-function-q67,chap-05-function,mc,0,"$\{ (x, y) \in \mathbb{R} \times \mathbb{R} \mid x^2 + y = 2 \}$",🔴 ไม่เจอเลย,18,"อก1💡เทคนิคที่ใช้แปลงความสัมพันธ์เชิงสมการเป็นฟังก์ชันชัดแจ้งแล้วประกอบตามลำดับ""fก่อนgทีหลัง""g\circfอ่านขวาไปซ้าย⚠️จุดที่เด็กมักผิดสลับลำดับเป็นfgx=\frac5-2x-3^22ซึ่งกระจายแล้วตรงกับตัวเลือก4—กับดักของคนอ่านg\circfกลับทิศ"
chap-05-function-q73,chap-05-function,mc,2,มีข้อที่ถูกต้อง 2 ข้อ คือ (1) และ (3),🔴 ไม่เจอเลย,18,"เช็คf\circfก่อน—ถ้าได้xแล้วcompositionจำนวนคู่ครั้งใดๆก็ได้xทันทีไม่ต้องไล่ทีละชั้น⚠️จุดที่เด็กมักผิดข้อ2:\fracx^2x""ตัดได้""เป็นxในเชิงพีชคณิตแต่ฟังก์ชันไม่เท่ากันเพราะรูที่x=0—ความเท่ากันของฟังก์ชันเข้มกว่าการลดรูปนิพจน์"
chap-05-function-q81,chap-05-function,mc,1,$f$ เป็นฟังก์ชัน 1-1 และ $f^{-1}(x) = \det\begin{bmatrix} 1 & 1 \\ \df,🔴 ไม่เจอเลย,16,"งก์ชันตรรกยะธรรมดาก่อน—เปลือกเมทริกซ์เป็นแค่การพรางโจทย์อินเวอร์สของ\fracx1-x⚠️จุดที่เด็กมักผิดตัวเลือก1ใช้""ส่วนกลับของdet""\frac1fxมาหลอกว่าเป็นอินเวอร์ส—f^-1ไม่ใช่\frac1f!|ตัวเลือก3:detเป็น0ที่x=0ไม่เกี่ยวกับความเป็น1-1"
chap-05-function-q85,chap-05-function,mc,1,"$r^{-1} = \{ (x, y) \in \mathbb{R} \times \mathbb{R} \mid y = \begin{c",🔴 ไม่เจอเลย,20,-2✓✅คำตอบ:ตัวเลือก2💡เทคนิคที่ใช้ฟังก์ชันคี่และเพิ่ม—อินเวอร์สต้องคี่และเพิ่มด้วยตัวเลือกที่ให้กราฟไม่เพิ่ม134ตัดได้จากภาพรวม⚠️จุดที่เด็กมักผิดกิ่งลบ:ลืมเลือกรากลบy=-\sqrt-xเพราะค่าyของอินเวอร์สกิ่งนี้ต้องติดลบตามค่าxเดิม
chap-05-function-q88,chap-05-function,mc,0,ก. ถูก และ ข. ถูก,🔴 ไม่เจอเลย,21,"ท่อนเพิ่ม⟺แต่ละท่อนเพิ่มและ""ซูพรีมัมของท่อนซ้าย\leค่าต่ำสุดของท่อนขวา""—เช็คแค่รอยต่อพอ⚠️จุดที่เด็กมักผิดข.ดูเหมือนผิดเพราะ\sqrtx-1ที่x=2ให้1เท่ากับลิมิตท่อนแรก—แต่ท่อนแรก""ไม่ถึง""1จริงx<1เปิดจึงไม่มีคู่ที่ละเมิดนิยามเพิ่ม"
chap-05-function-q91,chap-05-function,mc,3,ก. ผิด และ ข. ผิด,🔴 ไม่เจอเลย,15,"เวอร์สของฟังก์ชันหลายท่อนต้องตรวจทั้ง""สูตร""และ""โดเมนของแต่ละท่อน""—สูตรถูกแต่โดเมนเกินจริงก็นับว่าผิด⚠️จุดที่เด็กมักผิดข.ดูถูกเพราะสูตรพีชคณิตถูกหมด—กับดักคือช่วงx\le-2.5ที่10^xถูกจำกัดด้วยx<1ทำให้กิ่งบนผลิตค่าได้แค่-2.50"
chap-06-matrix-q106,chap-06-matrix,fill,'±2176',±2176,🔴 ไม่เจอเลย,18,ข้อคือบัญชีdetล้วนๆ—แปลงทุกเงื่อนไขให้เป็นสมการของ\detA\detCก่อนแล้วใช้กฎผลคูณปิดท้าย⚠️จุดที่เด็กมักผิด:ลืมว่า-1^4=+1มิติคู่ทำให้\det-A=\detAและลืมยกกำลัง4ของสเกลาร์ใน\det2C—สองจุดนี้พลาดแล้วเครื่องหมาย/ขนาดเพี้ยนทั้งข้อ
chap-06-matrix-q115,chap-06-matrix,fill,"'(0, sqrt(2)/2, sqrt(2)/2)'","(0, sqrt(2)/2, sqrt(2)/2)",🔴 ไม่เจอเลย,15,"ี่detเป็นศูนย์มีคำตอบไม่ชี้ขาดหนึ่งมิติ—เงื่อนไขx^2+y^2+z^2=1มีไว้ตรึงขนาดเหลือกำกวมแค่เครื่องหมาย\pmซึ่งถูกทั้งคู่⚠️จุดที่เด็กมักผิด:หยุดที่""รากaตัวแรกที่เจอ""โดยไม่เช็คว่าน้อยที่สุด—ต้องแยกตัวประกอบครบสามรากก่อนเลือกa=2"
chap-06-matrix-q122,chap-06-matrix,fill,"'[[-1,-4,4],[-1,-5/2,3],[1,3,-3]]'","[[-1,-4,4],[-1,-5/2,3],[1,3,-3]]",🔴 ไม่เจอเลย,15,dbmatrix💡เทคนิคที่ใช้:ตรวจเร็วด้วยการคูณAกับคำตอบหนึ่งแถวก็พอเห็นว่าได้I—กันพลาดเครื่องหมายโคแฟกเตอร์⚠️จุดที่เด็กมักผิด:ลืมtransposeตารางโคแฟกเตอร์ก่อนหารdetใช้[C_ij]ตรงๆจะผิดตำแหน่งและพลาดเครื่องหมายสลับC_12C_21C_23C_32
chap-06-matrix-q128,chap-06-matrix,fill,"'[[2/3,-1],[1/3,1/3]]'","[[2/3,-1],[1/3,1/3]]",🔴 ไม่เจอเลย,19,"ที่ใช้:เงื่อนไข""ผลต่างกำลังสอง""ของเมทริกซ์คือรหัสลับของAB=BAเสมอและโคแฟกเตอร์2\times2ให้ช่องตรงข้ามพร้อมเครื่องหมายทันที⚠️จุดที่เด็กมักผิด:จำเครื่องหมายโคแฟกเตอร์ผิด:C_21=-b_12ลบ—ถ้าใช้+b_12=1จะได้Bผิดเครื่องหมายทั้งหลัก"
chap-06-matrix-q133,chap-06-matrix,fill,"'x=2, y=3, z=1, det(adj C)=3364'","x=2, y=3, z=1, det(adj C)=3364",🔴 ไม่เจอเลย,19,"congruence—โจทย์ออกแบบให้ช่องทแยงแยกตัวแปรกันเด็ดขาดอ่านทีละช่องจบและ\det\textadjCไม่ต้องสร้างadjจริงใช้สูตรกำลังสอง⚠️จุดที่เด็กมักผิด:ลืมเงื่อนไข""จำนวนจริงบวก""แล้วตอบx=\pm2ฯลฯและคิด\det\textadjC=\detC=-58ลืมยกกำลังn-1=2"
chap-06-matrix-q134,chap-06-matrix,fill,"'A=[[1,1,1],[-1,2,-1],[0,3,-1]], X=[0,1,0]'","A=[[1,1,1],[-1,2,-1],[0,3,-1]], X=[0,1,0]",🔴 ไม่เจอเลย,17,้องของAได้ในตัว⚠️จุดที่เด็กมักผิด:ละเลยเงื่อนไข\detA<0แล้วใช้\detA=3ได้Aกลับเครื่องหมายทั้งก้อน-Aซึ่งadjจะกลายเป็น+\textadjAเหมือนกัน...ที่จริง\textadj-A=\textadjAสำหรับ3\times3—โจทย์จึงต้องกำหนดเครื่องหมายdetมาให้ชี้ขาด
chap-06-matrix-q149,chap-06-matrix,fill,'คำตอบเดียว: k≠2 และ k≠-2; ไม่มีคำตอบ: k=2 หรือ k=-2; ไม่มีกรณีหลายคำตอบ',คำตอบเดียว: k≠2 และ k≠-2; ไม่มีคำตอบ: k=2 หรือ k=-2; ไม่มีกรณีหลายคำตอ,🔴 ไม่เจอเลย,17,"ของkก่อน→รากของdetคือผู้ต้องสงสัย→ตรวจrankเทียบaugmentedทีละรากเพื่อแยก""ไม่มีคำตอบ""กับ""อนันต์""⚠️จุดที่เด็กมักผิด:สมมติว่า\det=0ต้องมีกรณี""หลายคำตอบ""เสมอ—ข้อนี้ทั้งสองรากให้ระบบขัดแย้งจึงไม่มีคำตอบทั้งคู่ไม่มีหลายคำตอบเลย"
chap-06-matrix-q51,chap-06-matrix,mc,1,$A$ เป็นเมทริกซ์ที่มิใช่เอกฐาน และ $A^{-1} = -A - I$,🔴 ไม่เจอเลย,17,ี่ใช้สมการพหุนามของเมทริกซ์ที่มีพจน์Iค่าคงตัวไม่เป็นศูนย์บอกเสมอว่าAหาอินเวิร์สได้—แค่จัดรูปให้A\times\textก้อนที่เหลือ=I⚠️จุดที่เด็กมักผิดลืมคูณ-1หลังได้AA+I=-Iแล้วรีบตอบA^-1=A+Iตัวลวงข้อ1—เครื่องหมายลบต้องติดไปทั้งก้อน
chap-06-matrix-q79,chap-06-matrix,mc,2,$9 \le x < 13$,🔴 ไม่เจอเลย,20,4=\frac118✓✅คำตอบ:9\lex💡เทคนิคที่ใช้ไม่ต้องinvertกลับเป็นA—ทุกปริมาณ\detAadjเขียนผ่าน\detA^-1ได้หมดสมการเหลือกำลังสองตัวเดียว⚠️จุดที่เด็กมักผิดลืม2^3ของสเกลาร์2หรือใช้\detA^3แทน\detA^2—และต้องคัดรากx=-1ทิ้งตามเงื่อนไขx>0
chap-07-trigonometry-q130,chap-07-trigonometry,fill,"'a = -0.3, b ≈ 0.95'","a = -0.3, b ≈ 0.95",🔴 ไม่เจอเลย,23,ทันทีจากนิยาม\cos\theta\sin\thetaแล้วใช้เอกลักษณ์พีทาโกรัสหาอีกพิกัดจากพิกัดที่รู้⚠️จุดที่เด็กมักผิดตอบb=-\sqrt0.91เพราะไม่เช็คควอดรันต์1.87อยู่ควอดรันต์2ไซน์ต้องบวกสลับเป็นa=\sinb=\cosคำนวณ1-0.3^2เป็น0.7ลืมยกกำลังก่อนลบ
chap-07-trigonometry-q134,chap-07-trigonometry,mc,2,ข้อความเป็นจริงทั้ง $3$ ข้อ,🔴 ไม่เจอเลย,33,c\pi2\frac3\pi2]คือขาลงล้วนของไซน์ทุกข้อความจึงไหลตามกันหมดลด→1-1→อินเวอร์สหาได้⚠️จุดที่เด็กมักผิดดูแค่ว่า“ไซน์เป็นคลื่นขึ้นๆลงๆ”แล้วสรุปว่าไม่1-1โดยไม่แปลงโดเมนตีความf^-10เป็น\frac1f0ลืมตรวจว่าx=\frac\pi2อยู่ในโดเมนจริง
chap-07-trigonometry-q157,chap-07-trigonometry,fill,"'$c = 2\\sqrt{2},\\ \\alpha = \\dfrac{5\\pi}{4}$'","$c = 2\sqrt{2},\ \alpha = \dfrac{5\pi}{4}$",🔴 ไม่เจอเลย,23,ราะมันแยกควอดรันต์ไม่ได้⚠️จุดที่เด็กมักผิดเห็น\tan\alpha=1แล้วรีบตอบ\alpha=\frac\pi4ควอดรันต์1—ต้องดูว่า\sin\cosติดลบทั้งคู่สลับสัมประสิทธิ์c\cos\alphaคู่กับ\sinxไม่ใช่\cosxลืมเงื่อนไขc>0แล้วตอบc=-2\sqrt2\alpha=\frac\pi4
chap-07-trigonometry-q161,chap-07-trigonometry,fill,"'$\\tan\\dfrac{\\theta}{2} = \\dfrac{1}{2},\\ \\sin\\dfrac{\\theta}{2} = \\dfrac{1}{\\sqrt{5}}$ หรือ $\\tan\\dfrac{\\theta}{2} = -2,\\ \\sin\\dfrac{\\theta}{2} = \\dfrac{2}{\\sqrt{5}}$'","$\tan\dfrac{\theta}{2} = \dfrac{1}{2},\ \sin\dfrac{\theta}{2} = \dfrac",🔴 ไม่เจอเลย,46,os\thetaคือทางลัดที่ไม่ต้องเลือกเครื่องหมายเอง⚠️จุดที่เด็กมักผิดตอบแค่กรณีQ1ลืมว่า\thetaอยู่Q3ได้ด้วยคิดว่า\sin\frac\theta2ของกรณีt=-2ติดลบจริงๆ\frac\theta2อยู่Q2ไซน์บวกจับคู่คำตอบสลับชุดt=\frac12ต้องคู่\sin=\frac1\sqrt5
chap-07-trigonometry-q181,chap-07-trigonometry,fill,"'$x = -1,\\ y = \\dfrac{(2n + 1)\\pi}{4} + 1$ เมื่อ $n$ เป็นจำนวนเต็มใด ๆ'","$x = -1,\ y = \dfrac{(2n + 1)\pi}{4} + 1$ เมื่อ $n$ เป็นจำนวนเต็มใด ๆ",🔴 ไม่เจอเลย,28,วถอดเงื่อนไขความเท่ากันของแต่ละฝั่ง⚠️จุดที่เด็กมักผิดลืมบวก1กลับตอนถอดyคำตอบคือy-1=\frac2n+1\pi4ไม่ใช่yตรงๆเขียนมุมของ\tan=\pm1ไม่ครบต้องเป็นพหุคูณคี่ของ\frac\pi4ทุกตัวพยายามกระจาย\tan^2x+yเป็นพีชคณิตของxyซึ่งไปต่อไม่ได้
chap-07-trigonometry-q197,chap-07-trigonometry,mc,3,$A \not\subset B$ และ $B \not\subset A$,🔴 ไม่เจอเลย,44,เงื่อนไข\arccost\ge\frac\pi2\Leftrightarrowt\le0คัดรากได้แรงมาก⚠️จุดที่เด็กมักผิดเห็นสองสมการ“หน้าตาเหมือนกันแค่ย้ายข้าง”แล้วรีบสรุปA=Bตัวเลือก1—ความจริงรากที่รอดของแต่ละสมการเป็นคนละตัวลืมเช็คโดเมน0\lex\le2ของ\arccos1-x
chap-07-trigonometry-q214,chap-07-trigonometry,fill,'$\\dfrac{3\\sqrt{3}}{2}r^2$ ตารางหน่วย',$\dfrac{3\sqrt{3}}{2}r^2$ ตารางหน่วย,🔴 ไม่เจอเลย,15,ลี่ยมด้านเท่าแนบในวงกลมรัศมีrมีพื้นที่\fracn2r^2\sin\frac360^\circn—สูตรเดียวใช้ได้ทุกข้อแนวนี้⚠️จุดที่เด็กมักผิดสับสนกับกรณีวงกลมแนบในหกเหลี่ยมrจะเป็นระยะถึงกึ่งกลางด้านไม่ใช่ถึงจุดยอดได้พื้นที่สามเหลี่ยมย่อยแล้วลืมคูณ6
chap-07-trigonometry-q218,chap-07-trigonometry,mc,3,รูปวงกลม,🔴 ไม่เจอเลย,14,ันยิ่งจำนวนด้านมากยิ่งได้พื้นที่มากและลิมิตของรูปหลายเหลี่ยมเมื่อด้านมากขึ้นคือวงกลม—วงกลมจึงชนะเสมอ⚠️จุดที่เด็กมักผิดตอบจัตุรัสเพราะคุ้นกับโจทย์“สี่เหลี่ยมพื้นที่มากสุด”จัตุรัสชนะเฉพาะในหมู่สี่เหลี่ยมด้วยกันไม่ใช่ทุกรูป
chap-07-trigonometry-q227,chap-07-trigonometry,fill,"'พื้นที่ $= 3 + \\sqrt{3}$ ตารางหน่วย, $BD = \\sqrt{6}$, $AC = \\sqrt{10 + 4\\sqrt{3}}$'","พื้นที่ $= 3 + \sqrt{3}$ ตารางหน่วย, $BD = \sqrt{6}$, $AC = \sqrt{10 +",🔴 ไม่เจอเลย,22,ircกับ120^\circ—เครื่องหมายของ\cosสลับกันทำให้เส้นหนึ่งสั้นเส้นหนึ่งยาวตรวจรวมด้วยกฎสี่เหลี่ยมด้านขนานd_1^2+d_2^2=2a^2+b^2⚠️จุดที่เด็กมักผิดใช้มุม60^\circกับทแยงมุมทั้งสองเส้นลืมว่าBC=ADพื้นที่เผลอคูณ\frac12แบบสามเหลี่ยม
chap-07-trigonometry-q64,chap-07-trigonometry,mc,0,"$\left\{ (x, y) \,\middle|\, \dfrac{3\pi}{2} - x \le y \le 2\pi - x,\ ",🔴 ไม่เจอเลย,29,"เป็นแถบเชิงเส้นc_1\lex+y\lec_2บนระนาบ⚠️จุดที่เด็กมักผิดอ่านเงื่อนไขขอบไม่ครบ:\cosu\ge0""รวม""ศูนย์แต่\sinu\le0ตัดควอดรันต์1ทิ้งทั้งหมด—เหลือเฉพาะควอดรันต์4และอย่าลืมเช็คว่าเซตในตัวเลือกไม่เป็นเซตว่างขอบบนต้องมากกว่าขอบล่าง"
chap-07-trigonometry-q65,chap-07-trigonometry,mc,1,"$\left\{ x \,\middle|\, -\dfrac{\pi}{3} < x < \dfrac{2\pi}{3} \right\}",🔴 ไม่เจอเลย,24,องทั้งก้อนอ่านจากครึ่งบน/ล่างของวงกลมหนึ่งหน่วยได้ทันที⚠️จุดที่เด็กมักผิดลืมเลื่อนช่วงของu—ถ้าแก้\sinu>0เป็นu\in0\piแล้วไม่ลบ\frac\pi3กลับจะได้0\piแล้วหลงเลือกตัวเลือกผิดอสมการเข้ม>ต้องใช้ช่วงเปิดไม่รวมจุดที่เท่ากับศูนย์
chap-08-explog-q108,chap-08-explog,mc,1,$0 < x < y$,🔴 ไม่เจอเลย,18,"รรทัดเดียวสมการ2คือแบบฝึก""จัดกลุ่มสัมประสิทธิ์ของy""มาตรฐาน⚠️จุดที่เด็กมักผิดเครื่องหมายของy:ทั้งเศษ\ln\frac38และส่วน\ln\frac34ติดลบหารกันได้บวก—ถ้าประเมินเครื่องหมายผิดจะไปเลือกตัวเลือก1และ\log_0.5x=-1ให้x=2ไม่ใช่\frac12"
chap-08-explog-q119,chap-08-explog,fill,"'[1, ∞)'","[1, ∞)",🔴 ไม่เจอเลย,19,ื่อยๆไม่มีวันต่ำกว่า2หลังจุดเริ่ม⚠️จุดที่เด็กมักผิดยกกำลังสองทันทีทั้งก้อน\sqrtA-\sqrtB^2จะเกิดพจน์ไขว้ยุ่งกว่าเดิม—ย้ายให้เป็น\sqrtA\ge2+\sqrtBก่อนและก่อนยกกำลังสองรอบสองต้องยืนยันว่าฝั่งซ้าย3x-1เป็นบวกบนโดเมนที่นี่จริง
chap-08-explog-q122,chap-08-explog,fill,'x < 0',x < 0,🔴 ไม่เจอเลย,18,"ปรียบเทียบกำลังฐานต่างกันให้หารเป็นอัตราส่วนก้อนเดียวเสมอ—เหลือคำถามเดียวว่าr^xกับ1ใครใหญ่ตอบได้จากทิศทางฟังก์ชัน⚠️จุดที่เด็กมักผิดตอบx\le0—ที่x=0ทั้งสองข้างเท่ากับ1ไม่ใช่""มากกว่า""เงื่อนไขต้องจริงกับทุกคู่a<bไม่ใช่บางคู่"
chap-08-explog-q135,chap-08-explog,fill,"'{−√2, √2, 1/2, 1/a}'","{−√2, √2, 1/2, 1/a}",🔴 ไม่เจอเลย,19,t216=385—ผลรวมlogกลายเป็นสมการเชิงเส้นของ\log_axทันทีข้อนี้ตั้งใจผสมบทลำดับ-อนุกรมกับlog⚠️จุดที่เด็กมักผิด\log_aa^nx=n+\log_axlogของผลคูณไม่ใช่n\log_axคำตอบของBติดตัวa—โจทย์ไม่ได้บอกค่าaจึงต้องตอบเป็น\frac1aไม่ใช่เลขลอยๆ
chap-08-explog-q138,chap-08-explog,fill,'15a^((3p+q)/5)/(2p−q)',15a^((3p+q)/5)/(2p−q),🔴 ไม่เจอเลย,20,้วย2ได้x^5=a^2p-qสมการ2ยกกำลังสองคูณ1ได้y^5=a^p+2q—สมมูลกับการแก้ระบบเชิงเส้นแต่เร็วกว่าเมื่อชิน⚠️จุดที่เด็กมักผิด\log_x^1/3a=\frac3\log_ax—ฐานถอดรากที่สามทำให้คูณ3ไม่ใช่หารและคำตอบติดทั้งapqห้ามลืมก้อนa^3p+q/5ที่มาจากxy
chap-08-explog-q141,chap-08-explog,fill,'1/x²',1/x²,🔴 ไม่เจอเลย,13,"ิคที่ใช้เลขชี้กำลังติดลบของe^\ln\cdot=ส่วนกลับของอาร์กิวเมนต์—จบในหนึ่งบรรทัดโดเมนคือx\ne0กว้างกว่าx>0เพราะอาร์กิวเมนต์คือx^2⚠️จุดที่เด็กมักผิดเผลอตอบ-x^2เอาลบไปคูณ—เครื่องหมายลบในเลขชี้กำลังแปลว่า""ส่วนกลับ""ไม่ใช่""ติดลบ"""
chap-08-explog-q171,chap-08-explog,fill,'c^((1+√33)/4) หรือ c^((1−√33)/4)',c^((1+√33)/4) หรือ c^((1−√33)/4),🔴 ไม่เจอเลย,19,้วฐานเรียงเป็นA1+A2+Aสวยงามสมการเศษส่วนสามพจน์เคลียร์ส่วนทีเดียว⚠️จุดที่เด็กมักผิดเครื่องหมายตอนกระจาย-3A1+Aรากติด\sqrt33ไม่สวยแต่ถูกต้อง—ข้อสอบทุนไม่ได้การันตีเลขกลมเงื่อนไขแฝง:A\ne0-1-2ฐานต้องไม่เป็น1ซึ่งรากทั้งคู่ผ่าน
chap-08-explog-q178,chap-08-explog,fill,'±(2√3 ± √6)/6',±(2√3 ± √6)/6,🔴 ไม่เจอเลย,21,ห้เป็นกำลังสองก้อน3\pm2\sqrt2ถอดเป็น\sqrt2\pm1^2—denestingแบบเดียวกับข้อ115⚠️จุดที่เด็กมักผิดเลือกเครื่องหมายเดียวโดยไม่ระบุช่วง—โจทย์บอกแค่x>0จึงต้องตอบครบทุกกรณีหรือหมายเหตุเงื่อนไขและ\sinx=9ต้องตัดทิ้งทันทีเรนจ์ของsin
chap-08-explog-q185,chap-08-explog,fill,'−8 และ 2',−8 และ 2,🔴 ไม่เจอเลย,15,กิวเมนต์—เอกลักษณ์a^\log_1/aV=V^-1ใช้ยุบก้อนเปลือกในทันทีก่อนเริ่มปอกสามชั้นนอก⚠️จุดที่เด็กมักผิดชั้น\log_1/2W=4ถอดเป็นW=\frac12^4=\frac116ฐานเศษส่วนไม่ได้กลับทิศในสมการโดเมนต้องเช็คx^2+6x>0—ทั้ง-864-48=16และ24+12=16ผ่าน
chap-08-explog-q186,chap-08-explog,fill,"'[2/5, 1)'","[2/5, 1)",🔴 ไม่เจอเลย,16,"ั้นนอกฐาน8>1ทิศปกติชั้นในฐาน\frac250""กับ""W\le\frac12""ทำทีละอันอย่ารวบรัด⚠️จุดที่เด็กมักผิดลืมครึ่งW>0โดเมนของ\log_8จะได้ช่วงกว้างเกินการถอดชั้นในต้องกลับทิศสองครั้งทั้งสองเงื่อนไขเพราะฐานเศษส่วน—พลาดทิศเดียวช่วงจะพลิกหมด"
chap-08-explog-q187,chap-08-explog,fill,"'(6/7, 18/5) − {2}'","(6/7, 18/5) − {2}",🔴 ไม่เจอเลย,23,ั้ง⚠️จุดที่เด็กมักผิดลืมเจาะx=2ออกตัวส่วนศูนย์เซตBฐานเศษส่วนพลิกอสมการ—ถ้าไม่พลิกจะได้Bไม่ว่างแล้วคำตอบเพี้ยนทั้งข้อหมายเหตุ:บรรทัดสรุปท้ายของเฉลยหนังสือพิมพ์เป็น15/8สลับเลขจาก18/5แต่บรรทัดสรุปกรณีของหนังสือเองยืนยัน18/5
chap-08-explog-q192,chap-08-explog,mc,3,ข้อ ก. และข้อ ข. เป็นเท็จ,🔴 ไม่เจอเลย,21,ช้เอกลักษณ์สลับ2^\lna=a^\ln2เทียบเลขชี้กำลังกับ1จบเร็วข้อขดิสคริมิแนนต์246^2ใกล้256—โจทย์ตระกูลนี้รากมักเป็นเลขสวย⚠️จุดที่เด็กมักผิดข้อขนับขอบผิด:\log_25\approx2.32จำนวนเต็มแรกคือ3และ\log_22510จึงพิจารณาเฉพาะจำนวนเต็มบวก
chap-08-explog-q197,chap-08-explog,fill,"'a = (4/5)^6, b = (4/5)^5'","a = (4/5)^6, b = (4/5)^5",🔴 ไม่เจอเลย,14,":ใช้สมการ""กำลังล้วน""a^10=b^12ลดเหลือตัวแปรเดียวก่อนแล้วสมการที่มีตัวแปรในเลขชี้กำลังจะกลายเป็นเทียบกำลังธรรมดา⚠️จุดที่เด็กมักผิดขั้นเทียบเลขชี้กำลังต้องอ้างb\ne1โจทย์ให้ไว้แล้วb^1/5=\frac45ยกกำลังห้าได้b=4/5^5ไม่ใช่4^5/5"
chap-08-explog-q198,chap-08-explog,mc,0,"$\dfrac{6\log 2}{4\log 2 - \log 3}$ , $\dfrac{\log 3 - \log 2}{4\log 2",🔴 ไม่เจอเลย,18,้งเศษส่วน—เช็คเครื่องหมายตัวส่วนให้ตรง⚠️จุดที่เด็กมักผิดตัวเลือก2กับ1ดูคล้ายxของข้อ2คือ\frac2\log3-6\log2\log3-4\log2=\frac6\log2-2\log34\log2-\log3ไม่เท่ากับ\frac6\log24\log2-\log3—ต้องเทียบทั้งคู่อันดับไม่ใช่แค่รูปร่าง
chap-08-explog-q199,chap-08-explog,fill,'1 + √2',1 + √2,🔴 ไม่เจอเลย,20,"วยตัวริม—สมการกลายเป็นกำลังสองของ\frac53^tซึ่ง""บังเอิญ""คือ\fracbaที่โจทย์ถามพอดีไม่ต้องหาtเลย⚠️จุดที่เด็กมักผิดทิ้งราก1-\sqrt2<0ต้องให้เหตุผลrเป็นค่าเลขชี้กำลังบวกเสมออ่านโจทย์ดีๆว่าถาม\fracbaไม่ใช่\fracabซึ่งคือ\sqrt2-1"
chap-08-explog-q203,chap-08-explog,fill,"'(−1, 4) และ (−1, 4/3)'","(−1, 4) และ (−1, 4/3)",🔴 ไม่เจอเลย,19,"สองทาง""เหมือนข้อ167—แก้โดยตั้งเงื่อนไขเท่ากันพร้อมกันทั้งสองฝั่ง\log_3x+yกับ\log_x+y3เป็นส่วนกลับกันเสมอ⚠️จุดที่เด็กมักผิดลืมกรณีs=-1จะได้คำตอบเดียว-14—กำลังสองของsมีสองรากและต้องเช็คx+y\ne1ฐานlogห้ามเป็น1ซึ่งทั้งคู่ผ่าน"
