id,ชุด,type,correct,เหตุผล,ธง,บรรทัดคำตอบในเฉลย (200 ตัว)
chap-08-explog-q154,chap-08-explog,fill,−3,ไม่พบค่า −3 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $-3$
chap-08-explog-q161,chap-08-explog,fill,−2,ไม่พบค่า −2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $-2$
chap-08-explog-q171,chap-08-explog,fill,c^((1+√33)/4) หรือ c^((1−√33)/4),ไม่พบค่า c^((1+√33)/4) หรือ c^((1−√33)/4) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $x = c^{(1+\sqrt{33})/4}$
chap-08-explog-q178,chap-08-explog,fill,±(2√3 ± √6)/6,ไม่พบค่า ±(2√3 ± √6)/6 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\sin\dfrac{x}{2} = \pm\dfrac{2\sqrt{3} \pm \sqrt{6}}{6}$ (ขึ้นกับช่วงของ $x$ — เฉลยหนังสือระบุหมายเหตุไว้)
chap-08-explog-q181,chap-08-explog,fill,1000000,ไม่พบค่า 1000000 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,"✅ คำตอบ: $1{,}000{,}000$"
chap-08-explog-q185,chap-08-explog,fill,−8 และ 2,ไม่พบค่า −8 และ 2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $x = -8$
chap-08-explog-q186,chap-08-explog,fill,"[2/5, 1)","ไม่พบค่า [2/5, 1) ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $\left[\dfrac{2}{5}, 1\right)$"
chap-08-explog-q187,chap-08-explog,fill,"(6/7, 18/5) − {2}","ไม่พบค่า (6/7, 18/5) − {2} ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $\left(\dfrac{6}{7}, \dfrac{18}{5}\right) - \{2\}$"
chap-08-explog-q197,chap-08-explog,fill,"a = (4/5)^6, b = (4/5)^5","ไม่พบค่า a = (4/5)^6, b = (4/5)^5 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $a = \left(\dfrac{4}{5}\right)^6$ , $b = \left(\dfrac{4}{5}\right)^5$"
chap-08-explog-q199,chap-08-explog,fill,1 + √2,ไม่พบค่า 1 + √2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{b}{a} = 1 + \sqrt{2}$
chap-08-explog-q201,chap-08-explog,fill,−1,ไม่พบค่า −1 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $-1$
chap-08-explog-q203,chap-08-explog,fill,"(−1, 4) และ (−1, 4/3)","ไม่พบค่า (−1, 4) และ (−1, 4/3) ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $(x, y) = (-1, 4)$"
chap-08-explog-q206,chap-08-explog,fill,"(1, 1) และ (3^(−1/3), 3^(2/3))","ไม่พบค่า (1, 1) และ (3^(−1/3), 3^(2/3)) ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $(a, b) = (1, 1)$"
chap-08-explog-q208,chap-08-explog,fill,"(−∞, −1) ∪ [1/2, 1)","ไม่พบค่า (−∞, −1) ∪ [1/2, 1) ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $D_{f+g} = (-\infty, -1) \cup \left[\dfrac{1}{2}, 1\right)$"
chap-08-explog-q65,chap-08-explog,mc,4,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $D_f = \{ x \mid -9 < x < 11 \}$
chap-09-vector-q106,chap-09-vector,fill,47/√2938,ไม่พบค่า 47/√2938 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\cos\theta = \dfrac{47}{\sqrt{2938}}$
chap-09-vector-q112,chap-09-vector,fill,a = (−8 + 5√3)/11,ไม่พบค่า a = (−8 + 5√3)/11 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $a = \dfrac{-8 + 5\sqrt{3}}{11}$
chap-09-vector-q116,chap-09-vector,fill,"(a,b) = (5, 0) หรือ (−5/2, 5√3/2)","ไม่พบค่า (a,b) = (5, 0) หรือ (−5/2, 5√3/2) ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $(a, b) = (5, 0)$"
chap-09-vector-q125,chap-09-vector,fill,−2√6/9,ไม่พบค่า −2√6/9 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $-\dfrac{2\sqrt{6}}{9}$
chap-09-vector-q49,chap-09-vector,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $0° 
chap-09-vector-q84,chap-09-vector,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ:
chap-09-vector-q86,chap-09-vector,fill,ū = −3v̄ : ขนานกัน ทิศตรงกันข้าม และ |ū| = 3|v̄|,ไม่พบค่า ū = −3v̄ : ขนานกัน ทิศตรงกันข้าม และ |ū| = 3|v̄| ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\overline{u} = -3\overline{v}$ — ทั้งสองขนานกันโดยมีทิศตรงกันข้าม และ $|\overline{u}| = 3|\overline{v}|$
chap-09-vector-q91,chap-09-vector,fill,(4/5)ī − (3/5)j̄,ไม่พบค่า (4/5)ī − (3/5)j̄ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{4}{5}\overline{i} - \dfrac{3}{5}\overline{j}$
chap-09-vector-q92,chap-09-vector,fill,±((4/5)ī + (3/5)j̄),ไม่พบค่า ±((4/5)ī + (3/5)j̄) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\pm\left(\dfrac{4}{5}\overline{i} + \dfrac{3}{5}\overline{j}\right)$
chap-09-vector-q94,chap-09-vector,fill,(3/√2)ī + (3/√2)j̄,ไม่พบค่า (3/√2)ī + (3/√2)j̄ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{3}{\sqrt{2}}\overline{i} + \dfrac{3}{\sqrt{2}}\overline{j}$
chap-09-vector-q95,chap-09-vector,fill,±((8√10/5)ī − (6√10/5)j̄),ไม่พบค่า ±((8√10/5)ī − (6√10/5)j̄) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\overrightarrow{PQ} = \pm\left(\dfrac{8\sqrt{10}}{5}\overline{i} - \dfrac{6\sqrt{10}}{5}\overline{j}\right)$
chap-10-complex-q100,chap-10-complex,fill,"3sqrt2 ± 3sqrt2 i , -3sqrt2 ± 3sqrt2 i","ไม่พบค่า 3sqrt2 ± 3sqrt2 i , -3sqrt2 ± 3sqrt2 i ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $3\sqrt2 \pm 3\sqrt2\,i,\ -3\sqrt2 \pm 3\sqrt2\,i$"
chap-10-complex-q102,chap-10-complex,fill,"±i, ±sqrt3/2 ± (1/2)i","ไม่พบค่า ±i, ±sqrt3/2 ± (1/2)i ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $\pm i,\ \dfrac{\sqrt3}{2} \pm \dfrac12 i,\ -\dfrac{\sqrt3}{2} \pm \dfrac12 i$"
chap-10-complex-q105,chap-10-complex,fill,e = 1/2 - i ; inverse v = 1/(4a) + (1/b) i เมื่อ u=a+bi ; u=2sqrt3+2i -> 1/(8sqrt3)+i/2 ; u=-2sqrt3+2i -> -1/(8sqrt3)+i/2 ; u=-4i ไม่มีอินเวอร์ส (a=0),ไม่พบค่า e = 1/2 - i ; inverse v = 1/(4a) + (1/b) i เมื่อ u=a+bi ; u=2sqrt3+2i -> 1/(8sqrt3)+i/2 ; u=-2sqrt3+2i -> -1/(8sqrt3)+i/2 ; u=-4i ไม่มีอินเวอร์ส (a=0) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: เอกลักษณ์ $= \dfrac12 - i$
chap-10-complex-q107,chap-10-complex,fill,"i, -4i","ไม่พบค่า i, -4i ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $x = i,\ -4i$"
chap-10-complex-q108,chap-10-complex,fill,"(sqrt2 + sqrt6 i)/2 , -(sqrt2 + sqrt6 i)/2","ไม่พบค่า (sqrt2 + sqrt6 i)/2 , -(sqrt2 + sqrt6 i)/2 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $\dfrac{\sqrt2}{2} + \dfrac{\sqrt6}{2}i,\ -\dfrac{\sqrt2}{2} - \dfrac{\sqrt6}{2}i$"
chap-10-complex-q112,chap-10-complex,fill,"-5, -2, 1/2 + (sqrt3/2)i, 1/2 - (sqrt3/2)i","ไม่พบค่า -5, -2, 1/2 + (sqrt3/2)i, 1/2 - (sqrt3/2)i ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $-5,\ -2,\ \dfrac12 + \dfrac{\sqrt3}{2}i,\ \dfrac12 - \dfrac{\sqrt3}{2}i$"
chap-10-complex-q113,chap-10-complex,fill,"-1, 2, 2 + sqrt3 i, 2 - sqrt3 i","ไม่พบค่า -1, 2, 2 + sqrt3 i, 2 - sqrt3 i ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $-1,\ 2,\ 2 + \sqrt3\,i,\ 2 - \sqrt3\,i$"
chap-10-complex-q114,chap-10-complex,fill,"-4, 3, 3 + i, 3 - i","ไม่พบค่า -4, 3, 3 + i, 3 - i ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $-4,\ 3,\ 3 + i,\ 3 - i$"
chap-10-complex-q115,chap-10-complex,fill,"-1, 2i, -2i, 3i, -3i","ไม่พบค่า -1, 2i, -2i, 3i, -3i ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $-1,\ 2i,\ -2i,\ 3i,\ -3i$"
chap-10-complex-q121,chap-10-complex,fill,a+b = -1/2 ± sqrt3/2 ; p = จำนวนเฉพาะใด ๆ (ทุกค่าผ่านเงื่อนไขรากจริง),ไม่พบค่า a+b = -1/2 ± sqrt3/2 ; p = จำนวนเฉพาะใด ๆ (ทุกค่าผ่านเงื่อนไขรากจริง) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $a + b = -\dfrac12 + \dfrac{\sqrt3}{2}$ หรือ $-\dfrac12 - \dfrac{\sqrt3}{2}$
chap-10-complex-q122,chap-10-complex,fill,-5/2,ไม่พบค่า -5/2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $-\dfrac52$
chap-10-complex-q75,chap-10-complex,fill,"x=1, y=-2","ไม่พบค่า x=1, y=-2 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $x = 1,\ y = -2$"
chap-10-complex-q77,chap-10-complex,fill,"{ pi/2 , 3pi/2 }","ไม่พบค่า { pi/2 , 3pi/2 } ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $B = \left\{\dfrac{\pi}{2},\ \dfrac{3\pi}{2}\right\}$"
chap-10-complex-q78,chap-10-complex,fill,"x=52, y=17","ไม่พบค่า x=52, y=17 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $x = 52,\ y = 17$"
chap-10-complex-q79,chap-10-complex,fill,sqrt(2 sqrt2),ไม่พบค่า sqrt(2 sqrt2) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\sqrt{2\sqrt2}$ (เท่ากับ $2^{3/4}$)
chap-10-complex-q88,chap-10-complex,fill,"0, 1, -1/2 + (sqrt3/2)i, -1/2 - (sqrt3/2)i","ไม่พบค่า 0, 1, -1/2 + (sqrt3/2)i, -1/2 - (sqrt3/2)i ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $0,\ 1,\ -\dfrac12 + \dfrac{\sqrt3}{2}i,\ -\dfrac12 - \dfrac{\sqrt3}{2}i$"
chap-10-complex-q90,chap-10-complex,fill,"(1+i)/sqrt2 , -(1+i)/sqrt2","ไม่พบค่า (1+i)/sqrt2 , -(1+i)/sqrt2 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $\dfrac{1+i}{\sqrt2},\ -\dfrac{1+i}{\sqrt2}$"
chap-10-complex-q91,chap-10-complex,fill,1/2^1000,ไม่พบค่า 1/2^1000 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{1}{2^{1000}}$
chap-10-complex-q93,chap-10-complex,fill,1/2 + (sqrt3/2) i,ไม่พบค่า 1/2 + (sqrt3/2) i ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac12 + \dfrac{\sqrt3}{2}i$
chap-10-complex-q97,chap-10-complex,fill,sqrt2/64 - (sqrt2/64) i,ไม่พบค่า sqrt2/64 - (sqrt2/64) i ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{\sqrt2}{64} - \dfrac{\sqrt2}{64}i$
chap-10-complex-q98,chap-10-complex,fill,"1, -1/2 + (sqrt3/2)i, -1/2 - (sqrt3/2)i","ไม่พบค่า 1, -1/2 + (sqrt3/2)i, -1/2 - (sqrt3/2)i ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $1,\ -\dfrac12 + \dfrac{\sqrt3}{2}i,\ -\dfrac12 - \dfrac{\sqrt3}{2}i$"
chap-10-complex-q99,chap-10-complex,fill,sqrt3/2 - (1/2) i,ไม่พบค่า sqrt3/2 - (1/2) i ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{\sqrt3}{2} - \dfrac12 i$
chap-11-sequence-q07,chap-11-sequence,fill,3780,ไม่พบค่า 3780 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,"✅ คำตอบ: ฝากทั้งหมด $3{,}780$ บาท"
chap-11-sequence-q18,chap-11-sequence,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $0 
chap-11-sequence-q55,chap-11-sequence,fill,2n - 2 + (1/2)^(n-1),ไม่พบค่า 2n - 2 + (1/2)^(n-1) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $2n - 2 + \left(\dfrac{1}{2}\right)^{n-1}$
chap-11-sequence-q71,chap-11-sequence,fill,a^2/(a-b),ไม่พบค่า a^2/(a-b) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{a^2}{a-b}$
chap-13-calculus-q180,chap-13-calculus,fill,ไม่ต่อเนื่องที่ x=0,ไม่พบค่า ไม่ต่อเนื่องที่ x=0 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: ไม่ต่อเนื่อง — ไม่ต่อเนื่องที่ $x=0$ (จุดกระโดด)
chap-13-calculus-q181,chap-13-calculus,fill,"ทุกจุดในช่วง (0,1)","ไม่พบค่า ทุกจุดในช่วง (0,1) ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: ไม่ต่อเนื่องที่ทุกจุดในช่วง $(0,1)$"
chap-13-calculus-q182,chap-13-calculus,fill,"0.5, -1","ไม่พบค่า 0.5, -1 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,✅ คำตอบ: $A=\dfrac{1}{2}$
chap-13-calculus-q186,chap-13-calculus,fill,K ต่อเนื่องทุกค่า t>0,ไม่พบค่า K ต่อเนื่องทุกค่า t>0 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $K$ เป็นฟังก์ชันต่อเนื่อง (ทุกค่า $t > 0$)
chap-13-calculus-q188,chap-13-calculus,fill,"-1, 1","ไม่พบค่า -1, 1 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,✅ คำตอบ: $x=-1$
chap-13-calculus-q192,chap-13-calculus,fill,(2-3x^2)/sqrt(1-x^2),ไม่พบค่า (2-3x^2)/sqrt(1-x^2) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{d^{2}y}{dx^{2}}=\dfrac{2-3x^{2}}{\sqrt{1-x^{2}}}$
chap-13-calculus-q214,chap-13-calculus,fill,"ค่าสูงสุด 3, ค่าต่ำสุด 1","ไม่พบค่า ค่าสูงสุด 3, ค่าต่ำสุด 1 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: ค่าสูงสุด $=3$, ค่าต่ำสุด $=1$"
chap-13-calculus-q216,chap-13-calculus,fill,"ค่าสูงสุด 25, ค่าต่ำสุด 0","ไม่พบค่า ค่าสูงสุด 25, ค่าต่ำสุด 0 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: ค่าสูงสุด $=25$, ค่าต่ำสุด $=0$"
chap-13-calculus-q220,chap-13-calculus,fill,"ต่ำสุดสัมพัทธ์/สัมบูรณ์ $=0$ ที่ $x=1,3$; สูงสุดสัมพัทธ์ $=1$ ที่ $x=2$ (ไม่มีค่าสูงสุดสัมบูรณ์)","ไม่พบค่า ต่ำสุดสัมพัทธ์/สัมบูรณ์ $=0$ ที่ $x=1,3$; สูงสุดสัมพัทธ์ $=1$ ที่ $x=2$ (ไม่มีค่าสูงสุดสัมบูรณ์) ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: ต่ำสุด (สัมพัทธ์และสัมบูรณ์) $=0$ ที่ $x=1,3$; สูงสุดสัมพัทธ์ $=1$ ที่ $x=2$; ไม่มีค่าสูงสุดสัมบูรณ์"
chap-13-calculus-q221,chap-13-calculus,fill,เพิ่มขึ้นเมื่อ $0\le x<\dfrac{a}{2}$ และลดลงเมื่อ $\dfrac{a}{2}<x\le a$ (อัตราสูงสุดที่ $x=\dfrac{a}{2}$),ไม่พบค่า เพิ่มขึ้นเมื่อ $0\le x<\dfrac{a}{2}$ และลดลงเมื่อ $\dfrac{a}{2}<x\le a$ (อัตราสูงสุดที่ $x=\dfrac{a}{2}$) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: เพิ่มขึ้นเมื่อ $0\le x 
chap-13-calculus-q223,chap-13-calculus,fill,"A = -2, B = -1","ไม่พบค่า A = -2, B = -1 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $A=-2,\ B=-1$"
chap-13-calculus-q23,chap-13-calculus,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(-1)=-3$
chap-13-calculus-q236,chap-13-calculus,fill,"r=5, h=20","ไม่พบค่า r=5, h=20 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $r=5$, $h=20$ (ปริมาตรมากที่สุด $=500\pi$) "
chap-13-calculus-q237,chap-13-calculus,fill,r = L/(pi+4),ไม่พบค่า r = L/(pi+4) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $r=\dfrac{L}{\pi+4}$
chap-13-calculus-q243,chap-13-calculus,fill,12 sqrt(3),ไม่พบค่า 12 sqrt(3) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: พื้นที่มากที่สุด $=12\sqrt{3}$ ตารางหน่วย
chap-13-calculus-q247,chap-13-calculus,fill,h/3,ไม่พบค่า h/3 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: ความสูงของทรงกระบอก $=\dfrac{h}{3}$
chap-13-calculus-q248,chap-13-calculus,fill,256pi/3,ไม่พบค่า 256pi/3 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: ปริมาตรมากที่สุด $=\dfrac{256\pi}{3}$ ลูกบาศก์นิ้ว
chap-13-calculus-q255,chap-13-calculus,fill,-1/(2(n-1)(x^2+1)^(n-1)) + C,ไม่พบค่า -1/(2(n-1)(x^2+1)^(n-1)) + C ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,"✅ คำตอบ: $-\dfrac{1}{2(n-1)(x^{2}+1)^{\,n-1}}+C$"
chap-13-calculus-q263,chap-13-calculus,fill,1/(n+1) + 1/(n+2),ไม่พบค่า 1/(n+1) + 1/(n+2) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{1}{n+1}+\dfrac{1}{n+2}=\dfrac{2n+3}{(n+1)(n+2)}$
chap-13-calculus-q277,chap-13-calculus,fill,"$A=4\int_0^a \dfrac{b}{a}\sqrt{a^2-x^2}\,dx=\pi ab$","ไม่พบค่า $A=4\int_0^a \dfrac{b}{a}\sqrt{a^2-x^2}\,dx=\pi ab$ ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,✅ คำตอบ:
chap-13-calculus-q283,chap-13-calculus,fill,หาค่าไม่ได้ (ปริพันธ์ลู่ออก),ไม่พบค่า หาค่าไม่ได้ (ปริพันธ์ลู่ออก) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: หาค่าไม่ได้ เพราะ $x=2$ อยู่ในช่วงและปริพันธ์ลู่ออก → เติมคำตอบ
chap-13-calculus-q287,chap-13-calculus,fill,"$(3,\ 3\sqrt{3})$","ไม่พบค่า $(3,\ 3\sqrt{3})$ ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $A=(3,\,3\sqrt{3})$ → เติมคำตอบ"
chap-13-calculus-q290,chap-13-calculus,fill,"22/3, 17/3","ไม่พบค่า 22/3, 17/3 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: ตำแหน่ง $=\dfrac{22}{3}$ หน่วย, ระยะทาง $=\dfrac{17}{3}$ หน่วย → เติมคำตอบ"
chap-13-calculus-q35,chap-13-calculus,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $3x+6y-8=0$
chap-13-calculus-q86,chap-13-calculus,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ: $2{,}000\le N "
chap-14-infiniteseries-q07,chap-14-infiniteseries,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ: $D=(-1,1)$"
chap-14-infiniteseries-q57,chap-14-infiniteseries,fill,m>n: หาค่าลิมิตไม่ได้ (เป็น $+\infty$ เมื่อ $a_0/b_0>0$ หรือ $-\infty$ เมื่อ $a_0/b_0<0$); m<n: 0,ไม่พบค่า m>n: หาค่าลิมิตไม่ได้ (เป็น $+\infty$ เมื่อ $a_0/b_0>0$ หรือ $-\infty$ เมื่อ $a_0/b_0<0$); m<n: 0 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $m > n$ หาค่าลิมิตไม่ได้ ($\pm\infty$ ตามเครื่องหมาย $a_0/b_0$); $m 
chap-14-infiniteseries-q85,chap-14-infiniteseries,fill,1 + (ln2)^2/(1-ln2)^2,ไม่พบค่า 1 + (ln2)^2/(1-ln2)^2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $1+\dfrac{(\ln 2)^2}{(1-\ln 2)^2}\approx 6.1026$
chap-14-infiniteseries-q87,chap-14-infiniteseries,fill,(15/16)log2,ไม่พบค่า (15/16)log2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{15}{16}\log 2\approx 0.2822$
chap-14-infiniteseries-q89,chap-14-infiniteseries,fill,"A = 15/4, B = 2","ไม่พบค่า A = 15/4, B = 2 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $A = \dfrac{15}{4}, \ B = 2$"
chap-15-statistics-q124,chap-15-statistics,mc,4,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\bar{X}_1 < \bar{X}_2$
chap-15-statistics-q136,chap-15-statistics,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $a=78.88$
chap-15-statistics-q156,chap-15-statistics,fill,113.8 หรือ 66.2,ไม่พบค่า 113.8 หรือ 66.2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $113.8$ หรือ $66.2$
chap-15-statistics-q164,chap-15-statistics,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ:
chap-15-statistics-q175,chap-15-statistics,fill,7000,ไม่พบค่า 7000 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,"✅ คำตอบ: $7{,}000$ บาท"
chap-15-statistics-q199,chap-15-statistics,fill,"132, 254","ไม่พบค่า 132, 254 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,✅ คำตอบ: ค่าเฉลี่ยที่ถูกต้อง $=132$ บาท และค่าเฉลี่ยเงินที่ได้มา $=254$ บาท
chap-15-statistics-q267,chap-15-statistics,fill,"79.5, 45","ไม่พบค่า 79.5, 45 ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,✅ คำตอบ: $\sigma\approx 79.5$ และมัธยฐาน $=45$
chap-15-statistics-q275,chap-15-statistics,fill,24 หรือ 16,ไม่พบค่า 24 หรือ 16 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $24$ หรือ $16$
gen-chap-01-set-q209,gen-chap-01-set,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ $A\cap B=\{-1,0,1,2,3\}$"
gen-chap-01-set-q332,gen-chap-01-set,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $n(A\cap B)=1$
gen-chap-01-set-q382,gen-chap-01-set,fill,"{2, 6, 12}","ไม่พบค่า {2, 6, 12} ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ $\{2,6,12\}$"
gen-chap-02-logic-q050,gen-chap-02-logic,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $p\vee q$ เป็นจริง เมื่ออย่างน้อยหนึ่งตัวเป็นจริง
gen-chap-02-logic-q305,gen-chap-02-logic,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ข้อ ข  $\exists x[x^2=4]$
gen-chap-02-logic-q309,gen-chap-02-logic,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ข้อ ค  $\exists x[x^2=36]$
gen-chap-02-logic-q310,gen-chap-02-logic,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ข้อ ข  $\exists x[(2\nmid x)\wedge(x>2)]$
