id,ชุด,ชนิด,มีตาราง,มีรูป,correct,หัวโจทย์ 110 ตัวอักษร
chap-07-trigonometry-q133,chap-07-trigonometry,fill,,มี,$\sqrt{7} + \dfrac{10}{3}$,"ให้ $f(x) = \begin{cases} x & , 0 \le x < 1 \\ 2x - 1 & , 1 \le x < 2 \\ x^2 + 1 & , 2 \le x < 3 \\ \sin\left["
chap-07-trigonometry-q134,chap-07-trigonometry,mc,,มี,2,"ให้ $f: \left[\dfrac{\pi}{6}, \dfrac{\pi}{2}\right] \to \mathbb{R}$ และ $f(x) = 1 + \sin(3x)$ จงพิจารณาข้อความ"
chap-07-trigonometry-q135,chap-07-trigonometry,mc,,มี,1,"กำหนดให้ $f(x) = \dfrac{\sin^2 x}{\cos^2 x + 3\cos x + 2}$ , $x \in \left[-\dfrac{\pi}{2}, \dfrac{2\pi}{3}\rig"
chap-07-trigonometry-q14,chap-07-trigonometry,mc,,มี,0,วงกลมวงหนึ่งมีรัศมียาว 4 หน่วย และมีจุดศูนย์กลางอยู่ที่จุดกำเนิด ให้ $\theta$ เป็นระยะทางที่วัดไปตามส่วนโค้งขอ
chap-07-trigonometry-q145,chap-07-trigonometry,mc,,มี,2,"กำหนดให้ $A = \{ x \mid x \in [0, \dfrac{3\pi}{2}]$ และ $\sin^6 x + \cos^6 x = \dfrac{1}{4} \}$ ผลบวกของสมาชิก"
chap-07-trigonometry-q147,chap-07-trigonometry,mc,,มี,3,ถ้า $0 < x < 2\pi$ แล้วผลบวกของรากของสมการ $4\sin^2 x + (1 - \sqrt{3})\sin x\cos x + (3 - \sqrt{3})\cos^2 x = 
chap-07-trigonometry-q148,chap-07-trigonometry,mc,,มี,2,"ถ้า $A = \{ x \mid x \in [0, 2\pi]$ และ $\sqrt{3}\cos^2 x - \sin^2 x + (\sqrt{3} - 1)\sin x\cos x - \sin x - \"
chap-07-trigonometry-q149,chap-07-trigonometry,mc,,มี,3,"กำหนดให้ $A = \{ x \mid \sin x - \cos x < 0 \}$ และ $B = [0, 2\pi]$ จงหาว่า $B \cap A'$ เป็นเซตในข้อใด"
chap-07-trigonometry-q151,chap-07-trigonometry,mc,,มี,1,"เซตคำตอบของอสมการ $\dfrac{\sin^2 x - \dfrac{1}{4}}{\sqrt{3} - (\sin x + \cos x)} > 0$ เมื่อ $x \in [0, 2\pi]$ "
chap-07-trigonometry-q152,chap-07-trigonometry,mc,,มี,2,กำหนด $y = 2\cos\left(2x - \dfrac{\pi}{2}\right)$ เมื่อ $0 \le x < 2\pi$ ค่าของ $x$ ที่ทำให้ $y$ มีค่าต่ำสุดคื
chap-07-trigonometry-q153,chap-07-trigonometry,mc,,มี,0,"แรงดันไฟฟ้า $e = 100\sin\theta$ โวลต์, กระแสไฟฟ้า $i = 10\sin(\theta - 60^\circ)$ แอมแปร์ กำลังไฟฟ้า $P$ เท่าก"
chap-07-trigonometry-q154,chap-07-trigonometry,mc,,มี,1,"ถ้า $f_1(x) = 3x - \pi$ , $f_2(x) = \sin x$ , $f_3(x) = \dfrac{1}{2}x$ และ $f_3 \circ (f_2 \circ f_1)$ มีคาบเท"
chap-07-trigonometry-q157,chap-07-trigonometry,fill,,มี,"$c = 2\sqrt{2},\ \alpha = \dfrac{5\pi}{4}$",จงหาค่า $c$ และ $\alpha$ โดยที่ $c > 0$ ที่ทำให้ $c\sin(x + \alpha) = -2\sin x - 2\cos x$
chap-07-trigonometry-q158,chap-07-trigonometry,fill,,มี,$\dfrac{3\sqrt{7} - 1}{8}$,"ถ้าส่วนของเส้นตรงที่มีจุดปลายคือ $(0, 0)$ และ $(3, \sqrt{7})$ ทำมุม $\theta$ กับแกน $x$ ทางบวก แล้ว $\sin 2\th"
chap-07-trigonometry-q161,chap-07-trigonometry,fill,,มี,"$\tan\dfrac{\theta}{2} = \dfrac{1}{2},\ \sin\dfrac{\theta}{2} = \dfrac{1}{\sqrt{5}}$ หรือ $\tan\dfrac{\theta}{2} = -2,\ \sin\dfrac{\theta}{2} = \dfrac{2}{\sqrt{5}}$",ถ้า $\tan\theta = \dfrac{4}{3}$ และ $0^\circ < \theta < 360^\circ$ จงหาค่าที่เป็นไปได้ของ $\tan\dfrac{\theta}{
chap-07-trigonometry-q166,chap-07-trigonometry,mc,,มี,1,ถ้า $0 < \theta < \dfrac{\pi}{4}$ และ $\tan^2\theta - 4\tan\theta + 1 = 0$ แล้ว $\sin 2\theta$ จะมีค่าเท่ากับข
chap-07-trigonometry-q167,chap-07-trigonometry,mc,,มี,0,ถ้า $\sin x + \cos x = -\dfrac{1}{5}$ และ $\dfrac{3\pi}{4} \le x \le \pi$ แล้ว $\cos 2x$ เท่ากับเท่าใด
chap-07-trigonometry-q168,chap-07-trigonometry,mc,,มี,2,จงหาตำแหน่งของจำนวนจริง $\theta$ บนวงกลมหนึ่งหน่วย ซึ่ง $\sin^4\theta - \cos^4\theta = 1$
chap-07-trigonometry-q169,chap-07-trigonometry,fill,,มี,7,ให้ $A$ เป็นผลบวกของคำตอบของสมการ $\sin^2 6x + 8\sin^2 3x = 0$ เมื่อ $0 \le x \le 2\pi$ จงหาค่าของ $\dfrac{A}{
chap-07-trigonometry-q17,chap-07-trigonometry,mc,,มี,1,ถ้า $y = \sin\theta$ แล้ว ข้อใดถูกต้องที่สุด
chap-07-trigonometry-q170,chap-07-trigonometry,mc,,มี,2,"กำหนดให้ $A = \{\, x \in [0, 2\pi] \mid \sin 2x + \sec^2 x = \sin x + 2\cos x + \tan^2 x \,\}$ ผลบวกของสมาชิกท"
chap-07-trigonometry-q176,chap-07-trigonometry,mc,,มี,0,ถ้า $-\dfrac{\pi}{2} \le x \le \dfrac{\pi}{2}$ และ $A + B + C = \pi$ แล้ว เซตคำตอบของสมการ $\cos 2x - 3\sin x 
chap-07-trigonometry-q179,chap-07-trigonometry,fill,,มี,"$(x, y) = (0, 0),\ \left(\dfrac{\pi}{2}, \dfrac{\pi}{2}\right),\ (\pi, \pi),\ (0, \pi),\ (\pi, 0)$",จงหาคำตอบทั้งหมดของระบบสมการ $\sin(x + y) = 0$ และ $\sin(x - y) = 0$ เมื่อ $x$ และ $y$ สอดคล้องเงื่อนไข $0 \le
chap-07-trigonometry-q18,chap-07-trigonometry,mc,,มี,2,"จากรูป กราฟเป็นโค้งครึ่งคลื่นเหนือแกน $x$ สูงสุด $1$ บนช่วง $\left[-\dfrac{\pi}{4},\dfrac{\pi}{4}\right],\ \le"
chap-07-trigonometry-q184,chap-07-trigonometry,mc,,มี,0,กำหนดให้ $\theta = \arctan\left(\dfrac{3}{4}\right)$ จงหาค่าของ $\cos 2\theta$
chap-07-trigonometry-q185,chap-07-trigonometry,mc,,มี,3,$\tan^{-1} 2 + \tan^{-1} 3$ มีค่าตรงกับข้อใดต่อไปนี้
chap-07-trigonometry-q187,chap-07-trigonometry,mc,,มี,0,ค่าของ $\cos\left[\tan^{-1}\left(\sin\left(\cot^{-1}\sqrt{7}\right)\right)\right]$ เท่ากับข้อใดต่อไปนี้
chap-07-trigonometry-q188,chap-07-trigonometry,mc,,มี,0,$\cos\left[2\arctan\left(-\dfrac{1}{13}\right)\right] + \sin\left[\arctan\left(-\dfrac{1}{13}\right)\right]$ ม
chap-07-trigonometry-q189,chap-07-trigonometry,fill,,มี,0.7,จงหาค่าของ $\sin\left(2\arctan\dfrac{1}{3}\right) + \cos^2(\arctan 3)$
chap-07-trigonometry-q19,chap-07-trigonometry,mc,,มี,0,"กำหนดให้ $y_1 = |x|$ และ $y_2 = \cos x$ ถ้ากราฟของ $y_1$ และ $y_2$ ตัดกันที่จุด $(x, y)$ แล้ว ค่าของ $x$ ที่เป"
chap-07-trigonometry-q190,chap-07-trigonometry,fill,,มี,0.28,จงหาค่าของ $\sin\left[\arctan\left(-\dfrac{3}{4}\right) + \arccos\left(\dfrac{3}{5}\right)\right]$
chap-07-trigonometry-q191,chap-07-trigonometry,mc,,มี,0,ค่าของ $\sin\left(2\arctan\dfrac{1}{5} - \arctan\dfrac{5}{12}\right)$ ตรงกับข้อใดต่อไปนี้
chap-07-trigonometry-q192,chap-07-trigonometry,mc,,มี,0,ค่าของ $\sin\left(\dfrac{1}{2}\arccos\dfrac{3}{5} - 2\arctan\left(-\dfrac{1}{2}\right)\right)$ เท่ากับข้อใดต่อ
chap-07-trigonometry-q193,chap-07-trigonometry,mc,,มี,3,จงพิจารณาข้อความต่อไปนี้ ก. $\sin\dfrac{\pi}{12} - \cos\dfrac{7\pi}{12} = \dfrac{\sqrt{6}}{2}$ ข. $\sin^{-1}\d
chap-07-trigonometry-q199,chap-07-trigonometry,mc,,มี,1,เมือง $A$ และ $B$ อยู่ห่างกัน $20$ กม. ดำออกเดินทางจากเมือง $A$ ในแนวทิศตะวันออกเฉียงเหนือ แดงออกเดินทางจากเมื
chap-07-trigonometry-q20,chap-07-trigonometry,mc,,มี,2,ข้อใดเป็นค่าทั่วไปของ $x$ ที่ทำให้สมการ $\sin x + \cos x = 0$ เป็นจริง
chap-07-trigonometry-q200,chap-07-trigonometry,mc,,มี,0,ต้องการเดินท่อจากตำแหน่ง $B$ ไปยัง $O$ ในแนวเส้นทแยงมุม $OB$ ของรูปปริซึม ท่อจะมีความยาวเท่าไร กำหนดให้ $AB$ ท
chap-07-trigonometry-q201,chap-07-trigonometry,fill,,มี,$100\sqrt{6 + 4\sqrt{3}}$ เมตร,พีระมิดมีฐานเป็นรูปสี่เหลี่ยมจัตุรัสยาวด้านละ $200$ เมตร ด้านข้างแต่ละด้านเป็นสามเหลี่ยมหน้าจั่ว โดยมุมที่ฐานส
chap-07-trigonometry-q202,chap-07-trigonometry,mc,,มี,1,จากการสังเกต ณ จุด $A$ มุมระหว่างแนวราบและแนวที่มองไปยังยอดตึกแห่งหนึ่งเป็น $30$ องศา เมื่อเดินจากจุด $A$ มุ่ง
chap-07-trigonometry-q203,chap-07-trigonometry,fill,,มี,$90$ ฟุต,จากฐานตึก มุมเงยของเสาไฟฟ้าต้นหนึ่งเป็น $60^\circ$ และจากยอดตึกนั้นซึ่งสูง $60$ ฟุต มุมเงยของเสาไฟฟ้าต้นนั้นเป
chap-07-trigonometry-q204,chap-07-trigonometry,mc,,มี,1,เครื่องบินเคลื่อนที่เป็นเส้นตรงในแนวระดับ ผ่านเหนือเจดีย์ด้วยความเร็วคงที่ $450$ กิโลเมตร/ชั่วโมง เมื่อถึงตำแห
chap-07-trigonometry-q205,chap-07-trigonometry,mc,,มี,2,เรือลำหนึ่งวิ่งเข้าหาฝั่งที่อยู่ใต้หน้าผาสูง $h$ ฟุต ด้วยความเร็วสม่ำเสมอ ชายคนหนึ่งนอนอยู่บนหน้าผา เมื่อเวลา 
chap-07-trigonometry-q206,chap-07-trigonometry,mc,,มี,2,สุดายืนอยู่ทางทิศใต้ของเสาธง มองดูยอดเสาธงเป็นมุมเงย $60$ องศา เมื่อสุดาเดินตรงไปทางทิศตะวันตกเป็นระยะทาง $10$
chap-07-trigonometry-q207,chap-07-trigonometry,mc,,มี,1,ช่างสำรวจได้ทำการจดข้อมูลการวัดดังนี้คือ $AB$ ยาว $60$ เมตร โดยแนว $AB$ ขนานกับริมฝั่งแม่น้ำ มีระยะห่าง $5$ เม
chap-07-trigonometry-q208,chap-07-trigonometry,mc,,มี,1,แนวถนนตรงสองสายตัดกันเป็นมุม $60^\circ$ ที่จุด ค หากต้องการสร้างถนนใหม่เป็นแนวโค้งเชื่อมต่อแนวถนนเดิม โดยใส่ส่
chap-07-trigonometry-q209,chap-07-trigonometry,mc,,มี,1,แนวถนนตรงสองสายที่จะสร้างใหม่ตัดกันที่จุด $A$ วิศวกรต้องการสร้างทางโค้งแบบวงกลม รัศมี $R = 200\sqrt{3}$ เมตร เ
chap-07-trigonometry-q210,chap-07-trigonometry,mc,,มี,3,นาย ก ยืนอยู่บนดาดฟ้าของตึก $A$ ซึ่งสูง $10$ เมตร ต้องการส่งสัญญาณให้นาย ข โดยใช้กระจกสะท้อนแสงอาทิตย์ โดยนาย 
chap-07-trigonometry-q211,chap-07-trigonometry,mc,,มี,3,กำหนดวงกลมรัศมีเท่ากับ $1$ cm สองวงตัดกันดังรูป จงหาพื้นที่แรเงา (รูปประกอบ: วงกลมสองวงรัศมี $1$ ตัดกัน โดยรัศ
chap-07-trigonometry-q212,chap-07-trigonometry,mc,,มี,2,จงคำนวณหาพื้นที่แรเงาของรูปต่อไปนี้ โดยวงกลมมีรัศมีเท่ากับ $1$ และสามเหลี่ยมมุมฉากมีความยาวทั้งสองด้านเท่ากันค
chap-07-trigonometry-q213,chap-07-trigonometry,mc,,มี,1,วงกลมรัศมี $r$ เมตร สองวง แต่ละวงมีจุดศูนย์กลางตั้งอยู่บนเส้นรอบวงของอีกวงหนึ่ง พื้นที่ร่วมกันระหว่างวงกลมทั้ง
chap-07-trigonometry-q214,chap-07-trigonometry,fill,,มี,$\dfrac{3\sqrt{3}}{2}r^2$ ตารางหน่วย,จงหาพื้นที่รูปหกเหลี่ยมด้านเท่าที่แนบในวงกลมรัศมี $r$
chap-07-trigonometry-q215,chap-07-trigonometry,fill,,มี,$108$ ตารางหน่วย,รูป $12$ เหลี่ยมด้านเท่าที่แนบในวงกลมรัศมียาว $6$ หน่วย มีพื้นที่กี่ตารางหน่วย
chap-07-trigonometry-q216,chap-07-trigonometry,mc,,มี,1,รูปหกเหลี่ยมด้านเท่าบรรจุอยู่ในวงกลมที่มีรัศมีเท่ากับ $7$ cm พื้นที่แรเงาจะเท่ากับเท่าไร (รูปประกอบ: หกเหลี่ยม
chap-07-trigonometry-q217,chap-07-trigonometry,fill,,มี,$\dfrac{5\pi}{3} - 1 \approx 4.23$ ตารางหน่วย,จากรูปที่กำหนดให้ จงหาพื้นที่ส่วนที่แรเงา (รูปประกอบ: วงกลมรัศมี $2$ มีรัศมีสองเส้นลากจากจุดศูนย์กลาง โดยมุมสะ
chap-07-trigonometry-q218,chap-07-trigonometry,mc,,มี,3,มีลวดหนามยาว $L$ ต้องการนำไปล้อมรั้วเพื่อจับจองที่ดิน ถามว่าจะต้องล้อมให้เป็นรูปอย่างไรจึงจะได้พื้นที่มากที่สุ
chap-07-trigonometry-q219,chap-07-trigonometry,mc,,มี,2,ในการหาความกว้างของลำน้ำ เนื่องจากไม่สามารถวัดระยะโดยตรงได้ จึงทำการวัดระยะ $AC$ ได้ $50$ เมตร มุม $C\hat{A}B$
chap-07-trigonometry-q22,chap-07-trigonometry,mc,,มี,2,"เมื่อ $0 \le x \le 2\pi$ ค่าของ $x$ ทั้งสองค่าที่ทำให้สมการ $2\sin x - 5 + 2\,\csc\,x = 0$ เป็นจริง คือรากของส"
chap-07-trigonometry-q220,chap-07-trigonometry,fill,,มี,$\dfrac{1}{3}$,"กำหนดให้ $ABC$ เป็นรูปสามเหลี่ยมที่มี $A\hat{C}B = \dfrac{\pi}{8}$, $BC = 5$ และ $D$ เป็นจุดบนด้าน $AC$, $E$ เ"
chap-07-trigonometry-q221,chap-07-trigonometry,mc,,มี,1,"กำหนดให้ $ABC$ เป็นสามเหลี่ยม โดยที่มุม $B = \dfrac{\pi}{2} + A$ และ $BC = x$, $AC = y$ ซึ่งสอดคล้องเงื่อนไข $"
chap-07-trigonometry-q222,chap-07-trigonometry,mc,,มี,0,นาย ก และนาย ข ออกเดินทางจากจุดเริ่มต้นเดียวกัน นาย ก เดินด้วยความเร็ว $2$ กิโลเมตรต่อชั่วโมง มุ่งหน้าไปทางทิศ
chap-07-trigonometry-q223,chap-07-trigonometry,mc,,มี,1,ถ้าวงรีวงหนึ่งมี $BC$ เป็นแกนเอก และมีแกนโทยาว $2$ หน่วย แล้วระยะห่างระหว่างจุด $B$ ในรูป กับจุดโฟกัสจุดที่ใกล
chap-07-trigonometry-q224,chap-07-trigonometry,fill,,มี,$20\sqrt{13 + 6\sqrt{2}} \approx 92.70$ เมตร,เสาส่งสัญญาณวิทยุสูง $40$ เมตร ตั้งบนเนินเขา ($OA$ ดังรูป) ช่างเทคนิคได้วัดระยะทางจากจุด $A$ ไปยัง $C$ ได้ $60
chap-07-trigonometry-q225,chap-07-trigonometry,fill,,มี,$76$,รูปสามเหลี่ยม $ABC$ มีมุม $B = \arccos\left(-\dfrac{1}{2}\right)$ และ $AD$ เป็นเส้นตั้งฉากจากจุด $A$ ต่อกับส่ว
chap-07-trigonometry-q226,chap-07-trigonometry,mc,,มี,3,"ในรูปสามเหลี่ยม $ABC$ ถ้า $A = 60^\circ$, $b = 3$ และ $c = 2$ แล้ว $\sin^2 C$ มีค่าเท่ากับข้อใดต่อไปนี้"
chap-07-trigonometry-q227,chap-07-trigonometry,fill,,มี,"พื้นที่ $= 3 + \sqrt{3}$ ตารางหน่วย, $BD = \sqrt{6}$, $AC = \sqrt{10 + 4\sqrt{3}}$",$ABCD$ เป็นสี่เหลี่ยมด้านขนานที่มีมุม $A$ เท่ากับ $60^\circ$ และด้านประกอบมุม $A$ ยาว $2$ และ $\sqrt{3} + 1$ ห
chap-07-trigonometry-q228,chap-07-trigonometry,mc,,มี,2,ในสามเหลี่ยม $ABC$ ถ้า $(a - b + c)(a + b + c) = ac$ แล้ว ขนาดของมุม $B$ ตรงกับค่าในข้อใด
chap-07-trigonometry-q229,chap-07-trigonometry,fill,,มี,$24$,"รูปสามเหลี่ยม $ABC$ มีความยาวด้านตรงข้ามมุม $A$, $B$ และ $C$ เป็น $a$ หน่วย $b$ หน่วย และ $c$ หน่วย ตามลำดับ ถ"
chap-07-trigonometry-q23,chap-07-trigonometry,mc,,มี,,"จำนวนจริง $x$ ทั้งหมดในช่วง $[0, 2\pi]$ ซึ่งสอดคล้องกับสมการ $2\sin^2 x + 1 = -\sin x + 2\sqrt{2\sin^2 x + \si"
chap-07-trigonometry-q230,chap-07-trigonometry,mc,,มี,2,กำหนดให้ $ABC$ เป็นสามเหลี่ยมรูปหนึ่งที่มีสมบัติว่า $6\sin A = 4\sin B = 3\sin C$ แล้ว $\cos C$ มีค่าตรงกับข้อ
chap-07-trigonometry-q24,chap-07-trigonometry,mc,,มี,1,{ $\cos A$ | $0 \le A \le \dfrac{4\pi}{3}$ และ $5 - 3\sin 3A$ มีค่ามากที่สุด } เป็นสับเซตของเซตในข้อใดต่อไปนี้
chap-07-trigonometry-q26,chap-07-trigonometry,mc,,มี,2,"เซตคำตอบของอสมการ $2\sin^4 x + 3\sin^2 x - 2 \ge 0$ , $0 \le x \le 2\pi$ เป็นสับเซตของเซตในข้อใดต่อไปนี้"
chap-07-trigonometry-q27,chap-07-trigonometry,mc,,มี,3,กำหนดให้ $0 \le \theta \le 2\pi$ เซตคำตอบของอสมการ $\dfrac{\cos^2\theta - \cos\theta}{\sin\theta - \dfrac{1}{2
chap-07-trigonometry-q29,chap-07-trigonometry,mc,,มี,3,"ให้ $S = \left(-\dfrac{\pi}{2}, \dfrac{\pi}{2}\right)$ และ $F(x) = \sin^2 x + \sin^4 x + \sin^6 x + \ldots$ โด"
chap-07-trigonometry-q30,chap-07-trigonometry,mc,,มี,1,"จากรูป $P(1, 0)$ , $P_3(x_3, y_3)$ , $P_1(x_1, y_1)$ , $P_2(x_2, y_2)$ เป็น 4 จุดบนวงกลมหนึ่งหน่วย มีส่วนโค้ง "
chap-07-trigonometry-q32,chap-07-trigonometry,mc,,มี,2,"ให้ $\theta_1 > 0$ , $\theta_2 > 0$ และ $\theta_1 + \theta_2 \le \dfrac{\pi}{2}$ ถ้า $\sin\theta_1 = \dfrac{3}"
chap-07-trigonometry-q39,chap-07-trigonometry,mc,,มี,1,ถ้า $\tan A = \dfrac{1}{7}$ และ $\sin B = \dfrac{1}{\sqrt{10}}$ เมื่อ $A$ และ $B$ เป็นมุมแหลม แล้ว $\tan(A + 2
chap-07-trigonometry-q41,chap-07-trigonometry,mc,,มี,0,"ให้ $O$ เป็นจุดกำเนิด, $A$ เป็นจุดบนแกน $x$ และ $B$ เป็นจุดในระนาบซึ่งทำให้เส้นตรง $OB$ มีความชันเท่ากับ $2$ แ"
chap-07-trigonometry-q42,chap-07-trigonometry,mc,,มี,0,ถ้า $\tan\dfrac{A}{2} = t$ ดังนั้น $\sin A + \tan A$ จะมีค่าเท่ากับเท่าใด
chap-07-trigonometry-q49,chap-07-trigonometry,mc,,มี,1,กำหนดให้ $A = \{x \mid \sin 4x + \sin 2x = 0$ โดยที่ $0 \le x < 2\pi\}$ ผลบวกของสมาชิกทั้งหมดในเซต $A$ มีค่าเท
chap-07-trigonometry-q50,chap-07-trigonometry,fill,,มี,9,สำหรับจำนวนจริง $x$ ใด ๆ ให้ $A_x$ เป็นเมทริกซ์ กำหนดโดย $A_x = \begin{bmatrix} 2\sin x & 2\sin^2 x \\ \sqrt{2
chap-07-trigonometry-q51,chap-07-trigonometry,mc,,มี,2,ถ้า $0 \le \theta \le 360^{\circ}$ แล้ว เซตคำตอบของสมการ $\sin 5\theta\cos 3\theta - \cos 5\theta\sin 3\theta 
chap-07-trigonometry-q54,chap-07-trigonometry,mc,,มี,3,เซตคำตอบของมุมทั่วไปของสมการ $\dfrac{\cos\theta - \sin\theta}{\cos 2\theta} = 1$ เมื่อ $n$ เป็นจำนวนเต็ม คือข้
chap-07-trigonometry-q56,chap-07-trigonometry,mc,,มี,3,"ถ้า $3\cos 2\alpha - 2\cos 2\beta = -3$ และ $\sin\alpha - 2\sin\beta = 0$ โดยที่ $\alpha, \beta \in \left[0, \"
chap-07-trigonometry-q62,chap-07-trigonometry,mc,,มี,2,"กำหนดให้ $x \in [0, 4\pi]$ เซตคำตอบของสมการ $\cos x = \sqrt{3}\,(1 - \sin x)$ คือข้อใดต่อไปนี้"
chap-07-trigonometry-q63,chap-07-trigonometry,mc,,มี,0,กำหนด $0 \le x \le 2\pi$ จงหาช่วงของ $x$ ที่ทำให้อสมการ $\sin x + \cos x \ge -1$ เป็นจริง
chap-07-trigonometry-q64,chap-07-trigonometry,mc,,มี,0,"ถ้า $A = \{(x, y) \mid 0 < x \le \pi,\ 0 < y \le \pi,\ \cos(x + y) \ge 0,\ \sin(x + y) \le 0\}$ แล้ว $A$ คือเซ"
chap-07-trigonometry-q65,chap-07-trigonometry,mc,,มี,1,เซตคำตอบของอสมการ $\sqrt{3}\cos x + \sin x > 0$ เมื่อ $-\pi \le x \le \pi$ คือข้อใดต่อไปนี้
chap-07-trigonometry-q66,chap-07-trigonometry,mc,,มี,3,ถ้า $0 < x < \dfrac{\pi}{4}$ แล้ว เซตคำตอบของ $\log_{0.5}(\sin x) + \log_{0.5}(\sin 2x) < \log_{0.5}(\cos x) +
chap-07-trigonometry-q67,chap-07-trigonometry,mc,,มี,2,ถ้า $A$ เป็นเซตคำตอบของสมการ $\sin 2x > 2\cos x$ และ $B$ เป็นเซตคำตอบของสมการ $\cos^4 x - \sin^4 x = 1$ โดยที่
chap-07-trigonometry-q70,chap-07-trigonometry,mc,,มี,1,นาย ก เดินทางไปทางทิศตะวันตกเฉียงเหนือ $a$ หน่วย แล้วเดินต่อไปทางทิศตะวันตก $b$ หน่วย ต่อจากนั้นจึงเดินต่อไปทา
chap-07-trigonometry-q71,chap-07-trigonometry,mc,,มี,3,"จากรูป ท่อนไม้สามท่อนยาว $a, b$ และ $c$ หน่วย วางเรียงต่อกัน ทำมุม $A, B$ และ $C$ กับแนวดิ่งตามลำดับ จะมีระยะ "
chap-07-trigonometry-q72,chap-07-trigonometry,mc,,มี,2,ข้อความใดต่อไปนี้เป็นจริง
chap-07-trigonometry-q75,chap-07-trigonometry,mc,,มี,0,กำหนดให้เอกภพสัมพัทธ์เป็นเซตของจำนวนจริง ถ้า $A = \{\arcsin x \mid -1 \le x \le 1\}$ $B = \{\arccos x \mid -1 
chap-07-trigonometry-q77,chap-07-trigonometry,mc,,มี,1,ถ้า $\theta = \sin\left(\arctan\dfrac{120}{119}\right)$ แล้ว $\theta$ มีค่าเท่ากับเท่าใด
chap-07-trigonometry-q78,chap-07-trigonometry,mc,,มี,3,ค่าของ $\tan\left(2\arcsin\left(-\dfrac{1}{\sqrt{5}}\right)\right)$ เท่ากับข้อใดต่อไปนี้
chap-07-trigonometry-q80,chap-07-trigonometry,fill,,มี,8.8,ค่า $\sin\left(2\arctan\dfrac{1}{2}\right) + \cot^2\left(\arcsin\dfrac{1}{3}\right)$ เท่ากับเท่าใด
chap-07-trigonometry-q81,chap-07-trigonometry,fill,,มี,1.28,$1 + \cos\left(\dfrac{\pi}{2} + \left(\arccos\dfrac{4}{5} - \arctan\dfrac{4}{3}\right)\right)$ เท่ากับเท่าใด
chap-07-trigonometry-q84,chap-07-trigonometry,mc,,มี,2,ค่าของ $\sin\left(\dfrac{\arctan\frac{3}{4}}{2}\right) + \cos\left(2\arcsin\dfrac{3}{5}\right)$ เท่ากับข้อใดต่
chap-07-trigonometry-q85,chap-07-trigonometry,mc,,มี,3,ถ้า $f(x) = \sin x$ และ $g(x) = \arcsin 2x + 2\arcsin x$ แล้วค่าของ $(f \circ g)\left(\dfrac{1}{3}\right)$ คือ
chap-07-trigonometry-q87,chap-07-trigonometry,mc,,มี,3,ถ้า $\tan(\arccos x) = -\sqrt{3}$ แล้ว ค่าของ $x\sin(2\arccos x)$ เท่ากับข้อใดต่อไปนี้
chap-07-trigonometry-q88,chap-07-trigonometry,mc,,มี,0,ถ้า $\arctan x = \arctan\dfrac{1}{4} - 2\arctan\dfrac{1}{2}$ แล้ว $\sin(180^\circ + \arctan x)$ มีค่าเท่ากับข้
chap-07-trigonometry-q89,chap-07-trigonometry,mc,,มี,2,กำหนดให้ $\arccos\dfrac{4}{5} + \arcsin\dfrac{12}{13} + X = \dfrac{\pi}{2}$ แล้ว $\tan X$ มีค่าเท่ากับข้อใดต่อ
chap-07-trigonometry-q92,chap-07-trigonometry,fill,,มี,0.6,"ถ้า $a$ และ $b$ เป็นคำตอบของสมการ $\sin(2\arcsin x) = x$ โดยที่ $a \ne 0, b \ne 0$ และ $a \ne b$ แล้ว $\left|\"
gen-chap-01-set-q066,gen-chap-01-set,fill,,มี,44,"สำรวจ $80$ คนเรื่อง $3$ กิจกรรม $A,B,C$: $n(A)=36,n(B)=31,n(C)=27$, $n(A\cap B)=12,n(A\cap C)=10,n(B\cap C)=9$"
gen-chap-01-set-q084,gen-chap-01-set,fill,,มี,4,"ให้ $A=\{1,2,3\}$ และ $B=\{2,3,4\}$ จงหา $n\big(P(A)\cap P(B)\big)$"
gen-chap-01-set-q085,gen-chap-01-set,mc,,มี,1,"ให้ $A=\{1,2,3\}$ และ $B=\{2,3,4\}$ จงหา $n\big(P(A)\cup P(B)\big)$"
gen-chap-01-set-q093,gen-chap-01-set,fill,,มี,5,"นักเรียน $50$ คน แต่ละคนเคยไปอย่างน้อยหนึ่งประเทศ: อเมริกา $30$, แคนาดา $25$, อังกฤษ $20$; อังกฤษและอเมริกา $8"
gen-chap-01-set-q094,gen-chap-01-set,fill,,มี,10,"ให้ $A,B\subset U$, $n(U)=50$, $n(A'\cap B')=10$, $n(A'\cap B)=n(A\cap B')=15$ จงหา $n(A\cap B)$"
gen-chap-01-set-q106,gen-chap-01-set,fill,,มี,17,"ถ้า $n(A\cup B)=30$, $n(A\cap B)=7$ และ $n(A)=20$ จงหา $n(B)$"
gen-chap-01-set-q109,gen-chap-01-set,fill,,มี,6,"ในกลุ่ม $50$ คน ทุกคนเข้าอย่างน้อยหนึ่งกิจกรรม $A,B,C$; $n(A)=30,n(B)=28,n(C)=25$, $n(A\cap B)=15,n(A\cap C)=1"
gen-chap-01-set-q110,gen-chap-01-set,mc,,มี,1,"ให้เอกภพ $U=\{1,2,3,4,5\}$ และ $n(A)=n(B)=n(C)=3$, $n(A\cap B)=n(B\cap C)=n(A\cap C)=2$, $A\cup B\cup C=U$ ข้อ"
